Dates,Adj Close,Close,High,Low,Open,Volume
2015-02-23,18116.83984375,18116.83984375,18184.439453125,17986.990234375,18140.759765625,3093680000
2015-02-24,18209.189453125,18209.189453125,18279.669921875,18054.900390625,18112.5703125,3199840000
2015-02-25,18224.5703125,18224.5703125,18325.919921875,18099.0390625,18208.669921875,3312340000
2015-02-26,18214.419921875,18214.419921875,18311.390625,18084.630859375,18224.41015625,3408690000
2015-02-27,18132.69921875,18132.69921875,18275.119140625,18081.55078125,18213.259765625,3547380000
2015-03-02,18288.630859375,18288.630859375,18335.919921875,18086.4609375,18134.05078125,3409490000
2015-03-03,18203.369140625,18203.369140625,18324.880859375,18097.859375,18281.94921875,3262300000
2015-03-04,18096.900390625,18096.900390625,18203.369140625,17996.5703125,18203.369140625,3421110000
2015-03-05,18135.720703125,18135.720703125,18213.810546875,18041.890625,18096.900390625,3103030000
2015-03-06,17856.779296875,17856.779296875,18135.720703125,17801.330078125,18135.720703125,3853570000
2015-03-09,17995.720703125,17995.720703125,18072.849609375,17828.919921875,17856.560546875,3349090000
2015-03-10,17662.939453125,17662.939453125,17989.560546875,17644.310546875,17989.560546875,3668900000
2015-03-11,17635.390625,17635.390625,17809.669921875,17566.48046875,17662.939453125,3406570000
2015-03-12,17895.220703125,17895.220703125,17954.26953125,17626.83984375,17626.83984375,3405860000
2015-03-13,17749.310546875,17749.310546875,17905.4296875,17594.16015625,17889.05078125,3498560000
2015-03-16,17977.419921875,17977.419921875,18027.509765625,17751.240234375,17751.240234375,3295600000
2015-03-17,17849.080078125,17849.080078125,17972.220703125,17736.599609375,17972.220703125,3221840000
2015-03-18,18076.189453125,18076.189453125,18136.0703125,17640.58984375,17846.80078125,4128210000
2015-03-19,17959.029296875,17959.029296875,18094.9609375,17877.41015625,18072.580078125,3305220000
2015-03-20,18127.650390625,18127.650390625,18242.560546875,17961.130859375,17961.130859375,5554120000
2015-03-23,18116.0390625,18116.0390625,18279.30078125,18049.41015625,18136.73046875,3267960000
2015-03-24,18011.140625,18011.140625,18198.990234375,17978.650390625,18110.869140625,3189820000
2015-03-25,17718.5390625,17718.5390625,18087.25,17702.119140625,18012.609375,3521140000
2015-03-26,17678.23046875,17678.23046875,17799.3203125,17510.05078125,17716.26953125,3510670000
2015-03-27,17712.66015625,17712.66015625,17803.05078125,17579.369140625,17673.630859375,3008550000
2015-03-30,17976.310546875,17976.310546875,18080.0390625,17727.48046875,17727.48046875,2917690000
2015-03-31,17776.119140625,17776.119140625,17976.509765625,17754.640625,17952.4609375,3376550000
2015-04-01,17698.1796875,17698.1796875,17847.390625,17549.98046875,17771.51953125,3543270000
2015-04-02,17763.240234375,17763.240234375,17860.599609375,17630.640625,17698.1796875,3095960000
2015-04-06,17880.849609375,17880.849609375,17971.41015625,17611.23046875,17763.240234375,3302970000
2015-04-07,17875.419921875,17875.419921875,18050.0390625,17820.630859375,17884.01953125,3065510000
2015-04-08,17902.509765625,17902.509765625,18021.689453125,17790.970703125,17883.220703125,3265330000
2015-04-09,17958.73046875,17958.73046875,18027.9296875,17802.609375,17902.509765625,3172360000
2015-04-10,18057.650390625,18057.650390625,18114.740234375,17903.640625,17965.529296875,3156200000
2015-04-13,17977.0390625,17977.0390625,18157.2109375,17937.76953125,18057.650390625,2908420000
2015-04-14,18036.69921875,18036.69921875,18121.779296875,17881.7890625,17970.169921875,3301270000
2015-04-15,18112.609375,18112.609375,18256.009765625,17996.4296875,18045.7109375,4013760000
2015-04-16,18105.76953125,18105.76953125,18217.69921875,18000.80078125,18112.609375,3434120000
2015-04-17,17826.30078125,17826.30078125,18105.76953125,17732.349609375,18105.76953125,3627600000
2015-04-20,18034.9296875,18034.9296875,18148.5390625,17841.1796875,17841.1796875,3000160000
2015-04-21,17949.58984375,17949.58984375,18161.849609375,17886.830078125,18047.509765625,3243410000
2015-04-22,18038.26953125,18038.26953125,18134.08984375,17827.470703125,17957.029296875,3348480000
2015-04-23,18058.689453125,18058.689453125,18190.779296875,17890.400390625,18030.08984375,3636670000
2015-04-24,18080.140625,18080.140625,18176.69921875,17962.529296875,18056.419921875,3375780000
2015-04-27,18037.970703125,18037.970703125,18247.869140625,17967.640625,18097.890625,3438750000
2015-04-28,18110.140625,18110.140625,18202.560546875,17889.66015625,18034.029296875,3546270000
2015-04-29,18035.529296875,18035.529296875,18180.76953125,17900.740234375,18093.689453125,4074970000
2015-04-30,17840.51953125,17840.51953125,18084.98046875,17757.91015625,18009.609375,4509680000
2015-05-01,18024.060546875,18024.060546875,18089.05078125,17859.26953125,17859.26953125,3379390000
2015-05-04,18070.400390625,18070.400390625,18194.41015625,17988.859375,18026.01953125,3091580000
2015-05-05,17928.19921875,17928.19921875,18140.099609375,17878.150390625,18062.529296875,3793950000
2015-05-06,17841.98046875,17841.98046875,18055.890625,17714.060546875,17934.810546875,3792210000
2015-05-07,17924.060546875,17924.060546875,18003.48046875,17745.9296875,17827.900390625,3676640000
2015-05-08,18191.109375,18191.109375,18276.330078125,17933.640625,17933.640625,3399440000
2015-05-11,18105.169921875,18105.169921875,18253.669921875,18048.23046875,18187.779296875,2992670000
2015-05-12,18068.23046875,18068.23046875,18144.5703125,17896.970703125,18096.16015625,3139520000
2015-05-13,18060.490234375,18060.490234375,18183.470703125,17979.080078125,18070.369140625,3374260000
2015-05-14,18252.240234375,18252.240234375,18299.310546875,18062.490234375,18062.490234375,3225740000
2015-05-15,18272.560546875,18272.560546875,18351.830078125,18160.6796875,18251.970703125,3092080000
2015-05-18,18298.880859375,18298.880859375,18370.779296875,18194.919921875,18267.25,2888190000
2015-05-19,18312.390625,18312.390625,18421.130859375,18202.69921875,18300.48046875,3296030000
2015-05-20,18285.400390625,18285.400390625,18393.5703125,18212.5703125,18315.060546875,3025880000
2015-05-21,18285.740234375,18285.740234375,18357.0390625,18204.7890625,18285.869140625,3070460000
2015-05-22,18232.01953125,18232.01953125,18350.900390625,18177.130859375,18286.869140625,2571860000
2015-05-26,18041.5390625,18041.5390625,18229.75,17963.630859375,18229.75,3342130000
2015-05-27,18162.990234375,18162.990234375,18237.759765625,18017.8203125,18045.080078125,3127960000
2015-05-28,18126.119140625,18126.119140625,18189.779296875,18020.55078125,18154.140625,2980350000
2015-05-29,18010.6796875,18010.6796875,18170.7890625,17935.140625,18128.119140625,3927390000
2015-06-01,18040.369140625,18040.369140625,18160.01953125,17952.560546875,18017.8203125,3011710000
2015-06-02,18011.939453125,18011.939453125,18120.650390625,17890.759765625,18033.330078125,3049350000
2015-06-03,18076.26953125,18076.26953125,18200.890625,17984.7890625,18018.419921875,3099980000
2015-06-04,17905.580078125,17905.580078125,18104.900390625,17846.8203125,18072.470703125,3200050000
2015-06-05,17849.4609375,17849.4609375,17977.650390625,17775.720703125,17905.380859375,3243690000
2015-06-08,17766.55078125,17766.55078125,17910.080078125,17720.0,17849.4609375,2917150000
2015-06-09,17764.0390625,17764.0390625,17873.109375,17666.490234375,17766.94921875,3034580000
2015-06-10,18000.400390625,18000.400390625,18073.0390625,17765.380859375,17765.380859375,3414320000
2015-06-11,18039.369140625,18039.369140625,18150.5390625,17965.029296875,18001.26953125,3128600000
2015-06-12,17898.83984375,17898.83984375,18035.830078125,17837.44921875,18035.830078125,2719400000
2015-06-15,17791.169921875,17791.169921875,17890.759765625,17666.689453125,17890.759765625,3061570000
2015-06-16,17904.48046875,17904.48046875,17958.119140625,17737.849609375,17787.4296875,2919900000
2015-06-17,17935.740234375,17935.740234375,18036.470703125,17824.5,17909.580078125,3222240000
2015-06-18,18115.83984375,18115.83984375,18187.1796875,17944.609375,17944.609375,3520360000
2015-06-19,18015.94921875,18015.94921875,18153.640625,17981.55078125,18116.240234375,4449810000
2015-06-22,18119.779296875,18119.779296875,18212.26953125,18027.630859375,18027.630859375,3030020000
2015-06-23,18144.0703125,18144.0703125,18232.349609375,18062.73046875,18121.779296875,3091190000
2015-06-24,17966.0703125,17966.0703125,18173.80078125,17941.1796875,18139.099609375,3102480000
2015-06-25,17890.359375,17890.359375,18095.7890625,17860.26953125,17977.109375,3214610000
2015-06-26,17946.6796875,17946.6796875,18052.98046875,17860.970703125,17892.029296875,5025470000
2015-06-29,17596.349609375,17596.349609375,17936.740234375,17585.279296875,17936.740234375,3678960000
2015-06-30,17619.509765625,17619.509765625,17783.060546875,17554.94921875,17599.9609375,4078540000
2015-07-01,17757.91015625,17757.91015625,17864.76953125,17631.939453125,17638.119140625,3727260000
2015-07-02,17730.109375,17730.109375,17868.509765625,17659.189453125,17763.3203125,2996540000
2015-07-06,17683.580078125,17683.580078125,17755.400390625,17526.880859375,17728.080078125,3486360000
2015-07-07,17776.91015625,17776.91015625,17834.5390625,17451.48046875,17684.919921875,4458660000
2015-07-08,17515.419921875,17515.419921875,17759.009765625,17487.259765625,17759.009765625,3608780000
2015-07-09,17548.619140625,17548.619140625,17795.83984375,17527.279296875,17530.380859375,3446810000
2015-07-10,17760.41015625,17760.41015625,17842.580078125,17561.119140625,17561.119140625,3065070000
2015-07-13,17977.6796875,17977.6796875,18022.580078125,17787.26953125,17787.26953125,3096730000
2015-07-14,18053.580078125,18053.580078125,18108.970703125,17911.439453125,17974.609375,3002120000
2015-07-15,18050.169921875,18050.169921875,18142.08984375,17955.5703125,18053.380859375,3261810000
2015-07-16,18120.25,18120.25,18204.26953125,18000.4609375,18078.16015625,3227080000
2015-07-17,18086.44921875,18086.44921875,18152.51953125,17976.849609375,18117.580078125,3362750000
2015-07-20,18100.41015625,18100.41015625,18198.55078125,18008.2109375,18085.91015625,3245870000
2015-07-21,17919.2890625,17919.2890625,18096.669921875,17817.80078125,18096.669921875,3343690000
2015-07-22,17851.0390625,17851.0390625,17986.19921875,17735.599609375,17918.349609375,3694070000
2015-07-23,17731.919921875,17731.919921875,17937.390625,17653.470703125,17855.01953125,3772810000
2015-07-24,17568.529296875,17568.529296875,17803.439453125,17525.76953125,17731.05078125,3870040000
2015-07-27,17440.58984375,17440.58984375,17561.779296875,17338.140625,17561.779296875,3836750000
2015-07-28,17630.26953125,17630.26953125,17697.310546875,17378.2890625,17461.439453125,4117740000
2015-07-29,17751.390625,17751.390625,17817.900390625,17577.01953125,17631.400390625,4038900000
2015-07-30,17745.98046875,17745.98046875,17825.080078125,17596.91015625,17743.240234375,3579410000
2015-07-31,17689.859375,17689.859375,17861.580078125,17626.240234375,17755.869140625,3681340000
2015-08-03,17598.19921875,17598.19921875,17760.470703125,17465.640625,17696.740234375,3476770000
2015-08-04,17550.689453125,17550.689453125,17703.01953125,17463.109375,17596.9296875,3546710000
2015-08-05,17540.470703125,17540.470703125,17732.279296875,17443.5,17555.240234375,3968680000
2015-08-06,17419.75,17419.75,17611.08984375,17304.130859375,17542.609375,4246570000
2015-08-07,17373.380859375,17373.380859375,17499.55078125,17224.830078125,17414.939453125,3602320000
2015-08-10,17615.169921875,17615.169921875,17679.69921875,17375.1796875,17375.1796875,3514460000
2015-08-11,17402.83984375,17402.83984375,17593.58984375,17297.919921875,17593.58984375,3708880000
2015-08-12,17402.509765625,17402.509765625,17440.259765625,17073.970703125,17382.9296875,4269130000
2015-08-13,17408.25,17408.25,17537.470703125,17292.76953125,17401.640625,3221300000
2015-08-14,17477.400390625,17477.400390625,17526.310546875,17340.609375,17410.119140625,2795590000
2015-08-17,17545.1796875,17545.1796875,17593.109375,17302.390625,17456.2890625,2867690000
2015-08-18,17511.33984375,17511.33984375,17615.76953125,17425.16015625,17537.30078125,2949990000
2015-08-19,17348.73046875,17348.73046875,17538.5,17253.05078125,17471.66015625,3512920000
2015-08-20,16990.689453125,16990.689453125,17348.73046875,16963.830078125,17348.73046875,3922470000
2015-08-21,16459.75,16459.75,16990.689453125,16432.9609375,16990.689453125,5018240000
2015-08-24,15871.349609375,15871.349609375,16459.75,14692.740234375,16459.75,6612690000
2015-08-25,15666.4404296875,15666.4404296875,16420.30078125,15637.3798828125,15882.26953125,5183560000
2015-08-26,16285.509765625,16285.509765625,16318.740234375,15676.259765625,15676.259765625,5338250000
2015-08-27,16654.76953125,16654.76953125,16707.009765625,16285.509765625,16285.509765625,5006390000
2015-08-28,16643.009765625,16643.009765625,16727.259765625,16472.5703125,16649.419921875,3949080000
2015-08-31,16528.029296875,16528.029296875,16681.619140625,16388.259765625,16632.01953125,3915100000
2015-09-01,16058.349609375,16058.349609375,16528.029296875,15971.66015625,16528.029296875,4371850000
2015-09-02,16351.3798828125,16351.3798828125,16392.5,16058.349609375,16058.349609375,3742620000
2015-09-03,16374.759765625,16374.759765625,16579.169921875,16299.83984375,16364.33984375,3520700000
2015-09-04,16102.3798828125,16102.3798828125,16341.16015625,16003.830078125,16341.16015625,3167090000
2015-09-08,16492.6796875,16492.6796875,16526.560546875,16109.9296875,16109.9296875,3548650000
2015-09-09,16253.5703125,16253.5703125,16716.990234375,16218.080078125,16505.0390625,3652120000
2015-09-10,16330.400390625,16330.400390625,16452.900390625,16161.83984375,16252.5703125,3626320000
2015-09-11,16433.08984375,16433.08984375,16453.30078125,16208.6103515625,16330.400390625,3218590000
2015-09-14,16370.9599609375,16370.9599609375,16491.279296875,16281.400390625,16450.859375,3000200000
2015-09-15,16599.849609375,16599.849609375,16663.48046875,16340.8203125,16382.580078125,3239860000
2015-09-16,16739.94921875,16739.94921875,16777.16015625,16558.130859375,16599.509765625,3630680000
2015-09-17,16674.740234375,16674.740234375,16946.08984375,16583.94921875,16738.080078125,4183790000
2015-09-18,16384.580078125,16384.580078125,16674.740234375,16301.9404296875,16674.740234375,6021240000
2015-09-21,16510.189453125,16510.189453125,16616.48046875,16364.0498046875,16406.099609375,3269350000
2015-09-22,16330.4697265625,16330.4697265625,16477.44921875,16184.150390625,16477.44921875,3808260000
2015-09-23,16279.8896484375,16279.8896484375,16418.310546875,16183.5498046875,16332.8095703125,3190530000
2015-09-24,16201.3203125,16201.3203125,16284.099609375,15973.23046875,16257.1103515625,4091530000
2015-09-25,16314.669921875,16314.669921875,16513.259765625,16192.5498046875,16205.0703125,3721870000
2015-09-28,16001.8896484375,16001.8896484375,16313.259765625,15940.400390625,16313.259765625,4326660000
2015-09-29,16049.1298828125,16049.1298828125,16179.0400390625,15840.580078125,16001.759765625,4132390000
2015-09-30,16284.7001953125,16284.7001953125,16368.650390625,16057.080078125,16057.080078125,4525070000
2015-10-01,16272.009765625,16272.009765625,16411.439453125,16053.169921875,16285.169921875,3983600000
2015-10-02,16472.369140625,16472.369140625,16481.08984375,15963.1396484375,16258.25,4378570000
2015-10-05,16776.4296875,16776.4296875,16839.69921875,16502.099609375,16502.099609375,4334490000
2015-10-06,16790.189453125,16790.189453125,16945.990234375,16651.630859375,16774.01953125,4202400000
2015-10-07,16912.2890625,16912.2890625,17030.439453125,16710.189453125,16805.419921875,4666470000
2015-10-08,17050.75,17050.75,17103.869140625,16782.509765625,16904.169921875,3939140000
2015-10-09,17084.490234375,17084.490234375,17196.080078125,16947.4296875,17054.689453125,3706900000
2015-10-12,17131.859375,17131.859375,17214.69921875,16989.150390625,17082.2890625,2893250000
2015-10-13,17081.890625,17081.890625,17206.4296875,16963.900390625,17113.55078125,3401920000
2015-10-14,16924.75,16924.75,17199.5703125,16814.380859375,17079.080078125,3644590000
2015-10-15,17141.75,17141.75,17204.48046875,16834.08984375,16944.859375,3746290000
2015-10-16,17215.970703125,17215.970703125,17298.94921875,17059.439453125,17141.75,3595430000
2015-10-19,17230.5390625,17230.5390625,17297.380859375,17064.8203125,17209.4296875,3287320000
2015-10-20,17217.109375,17217.109375,17341.369140625,17070.9296875,17228.470703125,3331500000
2015-10-21,17168.609375,17168.609375,17414.4296875,17047.279296875,17225.9296875,3627790000
2015-10-22,17489.16015625,17489.16015625,17622.98046875,17132.509765625,17180.880859375,4430850000
2015-10-23,17646.69921875,17646.69921875,17773.640625,17444.9296875,17525.109375,4108460000
2015-10-26,17623.05078125,17623.05078125,17745.48046875,17516.990234375,17649.5703125,3385800000
2015-10-27,17581.4296875,17581.4296875,17707.19921875,17406.849609375,17608.890625,4216880000
2015-10-28,17779.51953125,17779.51953125,17827.919921875,17471.8203125,17586.689453125,4698110000
2015-10-29,17755.80078125,17755.80078125,17859.919921875,17620.41015625,17771.5,4008940000
2015-10-30,17663.5390625,17663.5390625,17876.16015625,17608.75,17756.599609375,4256200000
2015-11-02,17828.759765625,17828.759765625,17896.630859375,17604.740234375,17672.619140625,3760020000
2015-11-03,17918.150390625,17918.150390625,18009.609375,17729.240234375,17819.740234375,4272060000
2015-11-04,17867.580078125,17867.580078125,18030.9296875,17771.169921875,17929.580078125,4078870000
2015-11-05,17863.4296875,17863.4296875,17994.849609375,17731.189453125,17871.25,4051890000
2015-11-06,17910.330078125,17910.330078125,17987.5703125,17720.330078125,17855.220703125,4369020000
2015-11-09,17730.48046875,17730.48046875,17906.259765625,17628.189453125,17900.779296875,3882350000
2015-11-10,17758.2109375,17758.2109375,17826.01953125,17576.619140625,17724.130859375,3821440000
2015-11-11,17702.220703125,17702.220703125,17875.9296875,17642.060546875,17769.5,3692410000
2015-11-12,17448.0703125,17448.0703125,17691.9296875,17390.44921875,17691.9296875,4016370000
2015-11-13,17245.240234375,17245.240234375,17500.51953125,17189.720703125,17439.25,4278750000
2015-11-16,17483.009765625,17483.009765625,17504.859375,17155.6796875,17229.939453125,3741240000
2015-11-17,17489.5,17489.5,17650.810546875,17378.8203125,17486.990234375,4427350000
2015-11-18,17737.16015625,17737.16015625,17766.08984375,17472.060546875,17485.490234375,3926390000
2015-11-19,17732.75,17732.75,17855.380859375,17594.3203125,17739.830078125,3628110000
2015-11-20,17823.810546875,17823.810546875,17974.26953125,17707.69921875,17732.75,3929600000
2015-11-23,17792.6796875,17792.6796875,17927.369140625,17691.029296875,17823.609375,3587980000
2015-11-24,17812.189453125,17812.189453125,17892.390625,17626.560546875,17770.900390625,3884930000
2015-11-25,17813.390625,17813.390625,17918.919921875,17738.4296875,17820.810546875,2852940000
2015-11-27,17813.390625,17813.390625,17918.919921875,17738.4296875,17806.0390625,1466840000
2015-11-30,17719.919921875,17719.919921875,17903.619140625,17655.05078125,17802.83984375,4275030000
2015-12-01,17888.349609375,17888.349609375,17957.76953125,17699.609375,17719.720703125,3712120000
2015-12-02,17729.6796875,17729.6796875,17958.640625,17683.48046875,17883.140625,3950640000
2015-12-03,17477.669921875,17477.669921875,17828.220703125,17404.189453125,17741.5703125,4306490000
2015-12-04,17847.630859375,17847.630859375,17890.9296875,17478.33984375,17482.6796875,4214910000
2015-12-07,17730.509765625,17730.509765625,17863.73046875,17592.75,17845.490234375,4043820000
2015-12-08,17568.0,17568.0,17715.279296875,17434.810546875,17703.990234375,4173570000
2015-12-09,17492.30078125,17492.30078125,17787.869140625,17361.73046875,17558.1796875,4385250000
2015-12-10,17574.75,17574.75,17721.060546875,17416.83984375,17493.169921875,3715150000
2015-12-11,17265.2109375,17265.2109375,17574.75,17179.2890625,17574.75,4301060000
2015-12-14,17368.5,17368.5,17457.630859375,17087.630859375,17277.109375,4612440000
2015-12-15,17524.91015625,17524.91015625,17719.51953125,17369.669921875,17374.779296875,4353540000
2015-12-16,17749.08984375,17749.08984375,17817.669921875,17441.58984375,17530.849609375,4635450000
2015-12-17,17495.83984375,17495.83984375,17847.73046875,17476.900390625,17756.5390625,4327390000
2015-12-18,17128.55078125,17128.55078125,17495.0390625,17089.900390625,17495.0390625,6683070000
2015-12-21,17251.619140625,17251.619140625,17347.720703125,17078.0390625,17154.939453125,3760280000
2015-12-22,17417.26953125,17417.26953125,17474.580078125,17192.720703125,17253.55078125,3520860000
2015-12-23,17602.609375,17602.609375,17695.19921875,17416.470703125,17427.630859375,3484090000
2015-12-24,17552.169921875,17552.169921875,17656.23046875,17491.3203125,17593.259765625,1411860000
2015-12-28,17528.26953125,17528.26953125,17575.7890625,17395.240234375,17535.66015625,2492510000
2015-12-29,17720.98046875,17720.98046875,17791.240234375,17547.369140625,17547.369140625,2542000000
2015-12-30,17603.869140625,17603.869140625,17752.279296875,17574.580078125,17711.939453125,2367430000
2015-12-31,17425.029296875,17425.029296875,17618.599609375,17396.98046875,17577.029296875,2655330000
2016-01-04,17148.939453125,17148.939453125,17405.48046875,16904.419921875,17405.48046875,4304880000
2016-01-05,17158.66015625,17158.66015625,17287.689453125,16989.609375,17147.5,3706620000
2016-01-06,16906.509765625,16906.509765625,17154.830078125,16781.150390625,17154.830078125,4336660000
2016-01-07,16514.099609375,16514.099609375,16888.359375,16420.9609375,16888.359375,5076590000
2016-01-08,16346.4501953125,16346.4501953125,16708.279296875,16301.9697265625,16519.169921875,4664940000
2016-01-11,16398.5703125,16398.5703125,16539.990234375,16202.099609375,16358.7099609375,4607290000
2016-01-12,16516.220703125,16516.220703125,16640.349609375,16296.9404296875,16419.109375,4887260000
2016-01-13,16151.41015625,16151.41015625,16653.810546875,16094.6396484375,16526.630859375,5087030000
2016-01-14,16379.0498046875,16379.0498046875,16519.169921875,16014.650390625,16159.009765625,5241110000
2016-01-15,15988.080078125,15988.080078125,16354.330078125,15788.7001953125,16354.330078125,5468460000
2016-01-19,16016.01953125,16016.01953125,16259.41015625,15862.6201171875,16009.4501953125,4928350000
2016-01-20,15766.740234375,15766.740234375,15998.7001953125,15405.33984375,15989.4501953125,6416070000
2016-01-21,15882.6796875,15882.6796875,16100.83984375,15633.7802734375,15768.8701171875,5078810000
2016-01-22,16093.509765625,16093.509765625,16245.2001953125,15898.4697265625,15921.099609375,4901760000
2016-01-25,15885.2197265625,15885.2197265625,16170.6201171875,15830.330078125,16086.4599609375,4401380000
2016-01-26,16167.23046875,16167.23046875,16253.830078125,15888.5703125,15893.16015625,4357940000
2016-01-27,15944.4599609375,15944.4599609375,16290.259765625,15830.4697265625,16168.740234375,4754040000
2016-01-28,16069.6396484375,16069.6396484375,16210.1396484375,15824.9501953125,15960.2802734375,4693010000
2016-01-29,16466.30078125,16466.30078125,16484.240234375,16090.259765625,16090.259765625,5497570000
2016-02-01,16449.1796875,16449.1796875,16535.16015625,16234.6904296875,16453.630859375,4322530000
2016-02-02,16153.5400390625,16153.5400390625,16420.2109375,16044.6298828125,16420.2109375,4463190000
2016-02-03,16336.66015625,16336.66015625,16447.83984375,15909.3603515625,16186.2001953125,5172950000
2016-02-04,16416.580078125,16416.580078125,16562.109375,16156.8095703125,16329.669921875,5193320000
2016-02-05,16204.9697265625,16204.9697265625,16493.419921875,16062.2802734375,16417.94921875,4929940000
2016-02-08,16027.0498046875,16027.0498046875,16198.3896484375,15684.1904296875,16147.509765625,5636460000
2016-02-09,16014.3798828125,16014.3798828125,16179.9404296875,15753.740234375,16005.41015625,5183220000
2016-02-10,15914.740234375,15914.740234375,16243.150390625,15832.759765625,16035.6103515625,4471170000
2016-02-11,15660.1796875,15660.1796875,15897.8203125,15426.0,15897.8203125,5500800000
2016-02-12,15973.83984375,15973.83984375,16014.0400390625,15665.25,15691.6201171875,4696920000
2016-02-16,16196.41015625,16196.41015625,16276.76953125,15975.099609375,16012.3896484375,4570670000
2016-02-17,16453.830078125,16453.830078125,16532.9296875,16217.98046875,16217.98046875,5011540000
2016-02-18,16413.4296875,16413.4296875,16613.08984375,16296.91015625,16483.759765625,4436490000
2016-02-19,16391.990234375,16391.990234375,16476.9609375,16211.509765625,16410.9609375,4142850000
2016-02-22,16620.66015625,16620.66015625,16734.48046875,16417.130859375,16417.130859375,4054710000
2016-02-23,16431.779296875,16431.779296875,16658.359375,16354.91015625,16610.390625,3890650000
2016-02-24,16484.990234375,16484.990234375,16526.01953125,16111.7099609375,16418.83984375,4317250000
2016-02-25,16697.2890625,16697.2890625,16722.150390625,16408.509765625,16504.380859375,4118210000
2016-02-26,16639.970703125,16639.970703125,16871.580078125,16579.119140625,16712.69921875,4348510000
2016-02-29,16516.5,16516.5,16769.779296875,16470.0703125,16634.150390625,4588180000
2016-03-01,16865.080078125,16865.080078125,16903.529296875,16537.419921875,16545.669921875,4819750000
2016-03-02,16899.3203125,16899.3203125,16970.08984375,16706.259765625,16851.169921875,4666610000
2016-03-03,16943.900390625,16943.900390625,17000.669921875,16738.380859375,16896.169921875,5081700000
2016-03-04,17006.76953125,17006.76953125,17116.609375,16841.689453125,16945.0,6049930000
2016-03-07,17073.94921875,17073.94921875,17168.080078125,16844.669921875,16991.2890625,4968180000
2016-03-08,16964.099609375,16964.099609375,17133.390625,16835.80078125,17050.669921875,4641650000
2016-03-09,17000.359375,17000.359375,17146.060546875,16870.66015625,16969.169921875,4038120000
2016-03-10,16995.130859375,16995.130859375,17154.029296875,16790.599609375,17006.05078125,4376790000
